dobby.cs.umu.se - 500;


Packet drop rate;
0.04745762711864407;0.06734006734006734;0.048109965635738834;0.04794520547945205;0.04152249134948097;0.027777777777777776;0.06597222222222222;0.4166666666666667;0.6319444444444444;0.6041666666666666;
1;2;4;6;8;16;32;64;128;256;

Packet latency;
306.2775800711744;315.18050541516243;308.07942238267145;306.5503597122302;299.76895306859205;290.725;338.19702602230484;733.5595238095239;1232.2641509433963;1137.7368421052631;
1;2;4;6;8;16;32;64;128;256;

Frame per second;
0.03485737523964445;0.06808124361738341;0.13669294208775687;0.20138282875746794;0.2682883205151136;0.5280760429501848;0.8472182999152782;1.0718113612004287;1.5923566878980893;1.6357688113413305;
1;2;4;6;8;16;32;64;128;256;

Bandwidth Utilization;
20060.00116191251;38622.21717916714;77545.35927461612;114656.10525609183;152198.89107494187;302819.92606935394;466742.72804292577;368771.7041800643;345681.5286624204;381906.2159214831;
1;2;4;6;8;16;32;64;128;256;

Amount of time;
86.065;44.065;21.947;14.897;11.182;5.681;3.541;2.799;1.884;1.834;
1;2;4;6;8;16;32;64;128;256;

