harry.cs.umu.se - 750;


Packet drop rate;
0.06734006734006734;0.02413793103448276;0.027586206896551724;0.05136986301369863;0.08163265306122448;0.04513888888888889;0.052083333333333336;0.08680555555555555;0.3854166666666667;0.3993055555555556;
1;2;4;6;8;16;32;64;128;256;

Packet latency;
341.7797833935018;300.5159010600707;302.38652482269504;313.942238267148;358.56296296296296;320.29454545454547;335.35897435897436;498.1787072243346;904.4180790960452;941.1734104046243;
1;2;4;6;8;16;32;64;128;256;

Frame per second;
0.031687351465540005;0.06988771373992451;0.1365684890972823;0.1937483854301214;0.2324860508369498;0.473858790080556;0.6920415224913495;0.9454774661203907;1.3117621337997376;1.2914334911752046;
1;2;4;6;8;16;32;64;128;256;

Bandwidth Utilization;
17976.107736994985;40505.80068024041;78873.21891928802;109912.68406096616;128555.48667079974;266877.2705733691;386923.18339100346;509256.85471162933;475508.52645386965;457560.0516573397;
1;2;4;6;8;16;32;64;128;256;

Amount of time;
94.675;42.926;21.967;15.484;12.904;6.331;4.335;3.173;2.287;2.323;
1;2;4;6;8;16;32;64;128;256;

